Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
Nigeria,2017,All Commodities,Import,31270090265.079,,No Quantity,
Nigeria,2017,All Commodities,Export,44466366757.115,,No Quantity,
Nigeria,2016,All Commodities,Import,35194301007.0,,No Quantity,
Nigeria,2016,All Commodities,Export,32883045467.0,,No Quantity,
Nigeria,2015,All Commodities,Import,33830878655.195,,No Quantity,
Nigeria,2015,All Commodities,Export,48433351369.653,,No Quantity,
Nigeria,2014,All Commodities,Import,46532265378.0,,No Quantity,
Nigeria,2014,All Commodities,Export,102878499711.0,,No Quantity,
Nigeria,2013,All Commodities,Import,44598201120.0,,No Quantity,
Nigeria,2013,All Commodities,Export,90554484841.0,,No Quantity,
Nigeria,2012,All Commodities,Import,35872509437.0,,No Quantity,
Nigeria,2012,All Commodities,Export,143151182808.0,,No Quantity,
Nigeria,2011,All Commodities,Export,125641031180.0,,No Quantity,
Nigeria,2011,All Commodities,Import,63971541901.0,,No Quantity,
Nigeria,2010,All Commodities,Import,44235268667.0,,No Quantity,
Nigeria,2010,All Commodities,Export,86567912529.0,,No Quantity,
Nigeria,2009,All Commodities,Import,33906281580.0,,No Quantity,
Nigeria,2009,All Commodities,Export,49937459606.0,,No Quantity,
Nigeria,2008,All Commodities,Import,28193597338.0,,No Quantity,
Nigeria,2008,All Commodities,Export,81820518366.0,,No Quantity,
Nigeria,2007,All Commodities,Import,32357346936.0,,No Quantity,
Nigeria,2007,All Commodities,Export,53963110729.0,,No Quantity,
Nigeria,2006,All Commodities,Import,22903337702.0,,No Quantity,
Nigeria,2006,All Commodities,Export,59215233334.0,,No Quantity,
Nigeria,2003,All Commodities,Import,14891746234.0,,No Quantity,
Nigeria,2003,All Commodities,Export,24077148067.0,,No Quantity,
Nigeria,2002,All Commodities,Import,8758472458.0,,No Quantity,
Nigeria,2002,All Commodities,Export,18607402039.0,,No Quantity,
Nigeria,2001,All Commodities,Import,7958202243.0,,No Quantity,
Nigeria,2001,All Commodities,Export,18046400025.0,,No Quantity,
Nigeria,2000,All Commodities,Export,27080017684.0,,No Quantity,
Nigeria,2000,All Commodities,Import,5817035398.0,,No Quantity,
Nigeria,1999,All Commodities,Import,4482496512.0,,No Quantity,
Nigeria,1999,All Commodities,Export,16123503616.0,,No Quantity,
Nigeria,1998,All Commodities,Import,5764245504.0,,No Quantity,
Nigeria,1998,All Commodities,Export,6868921344.0,,No Quantity,
Nigeria,1997,All Commodities,Export,11163923370.0,,No Quantity,
Nigeria,1997,All Commodities,Import,6363504760.0,,No Quantity,
Nigeria,1996,All Commodities,Import,5335465045.0,,No Quantity,
Nigeria,1996,All Commodities,Export,11393896390.0,,No Quantity,
Norway,2022,All Commodities,Export,273733529004.365,,No Quantity,
Norway,2022,All Commodities,Import,107197454805.448,,No Quantity,
Norway,2021,All Commodities,Import,99252589235.106,,No Quantity,
Norway,2021,All Commodities,Export,174513974109.642,,No Quantity,
Norway,2020,All Commodities,Import,81623755550.345,,No Quantity,
Norway,2020,All Commodities,Export,82748920957.746,,No Quantity,
Norway,2019,All Commodities,Import,86144982447.514,,No Quantity,
Norway,2019,All Commodities,Export,104029881468.011,,No Quantity,
Norway,2018,All Commodities,Import,87434996146.272,,No Quantity,
Norway,2018,All Commodities,Export,123040316872.776,,No Quantity,
Norway,2017,All Commodities,Import,85525862977.282,,No Quantity,
Norway,2017,All Commodities,Export,101976020159.699,,No Quantity,
Norway,2016,All Commodities,Import,72809787770.0,,No Quantity,
Norway,2016,All Commodities,Export,89628326847.0,,No Quantity,
Norway,2015,All Commodities,Import,76399025807.725,,No Quantity,
Norway,2015,All Commodities,Export,103785482320.364,,No Quantity,
Norway,2014,All Commodities,Export,144611289843.0,,No Quantity,
Norway,2014,All Commodities,Import,89439400931.0,,No Quantity,
Norway,2013,All Commodities,Export,155350552822.0,,No Quantity,
Norway,2013,All Commodities,Import,89807226946.0,,No Quantity,
Norway,2012,All Commodities,Export,160952207393.0,,No Quantity,
Norway,2012,All Commodities,Import,87307781576.0,,No Quantity,
Norway,2011,All Commodities,Export,160409821472.0,,No Quantity,
Norway,2011,All Commodities,Import,90783500924.0,,No Quantity,
Norway,2010,All Commodities,Export,130656792431.0,,No Quantity,
Norway,2010,All Commodities,Import,77330164615.0,,No Quantity,
Norway,2009,All Commodities,Export,116295912633.72,,No Quantity,
Norway,2009,All Commodities,Import,68438314135.292,,No Quantity,
Norway,2008,All Commodities,Export,168998885248.884,,No Quantity,
Norway,2008,All Commodities,Import,89447037085.503,,No Quantity,
Norway,2007,All Commodities,Export,135689374729.873,,No Quantity,
Norway,2007,All Commodities,Import,79997445931.608,,No Quantity,
Norway,2006,All Commodities,Export,122080570475.51,,No Quantity,
Norway,2006,All Commodities,Import,64202850963.801,,No Quantity,
Norway,2005,All Commodities,Import,55515134903.448,,No Quantity,
Norway,2005,All Commodities,Export,103804221826.355,,No Quantity,
Norway,2004,All Commodities,Export,82399847439.155,,No Quantity,
Norway,2004,All Commodities,Import,48424744879.405,,No Quantity,
Norway,2003,All Commodities,Export,67913165672.413,,No Quantity,
Norway,2003,All Commodities,Import,39835251036.532,,No Quantity,
Norway,2002,All Commodities,Import,34850058738.313,,No Quantity,
Norway,2002,All Commodities,Export,59624111556.244,,No Quantity,
Norway,2001,All Commodities,Export,59219407248.087,,No Quantity,
Norway,2001,All Commodities,Import,32945298559.099,,No Quantity,
Norway,2000,All Commodities,Export,60337044459.425,,No Quantity,
Norway,2000,All Commodities,Import,34488737279.33,,No Quantity,
Norway,1999,All Commodities,Export,45479329792.0,,No Quantity,
Norway,1999,All Commodities,Import,34172692480.0,,No Quantity,
Norway,1998,All Commodities,Export,40401838080.0,,No Quantity,
Norway,1998,All Commodities,Import,37477687296.0,,No Quantity,
Norway,1997,All Commodities,Export,48549838848.0,,No Quantity,
Norway,1997,All Commodities,Import,35768274944.0,,No Quantity,
Norway,1996,All Commodities,Export,48954961920.0,,No Quantity,
Norway,1996,All Commodities,Import,34309140480.0,,No Quantity,
Norway,1995,All Commodities,Export,41740320768.0,,No Quantity,
Norway,1995,All Commodities,Import,32705843200.0,,No Quantity,
Norway,1994,All Commodities,Export,34743529472.0,,No Quantity,
Norway,1994,All Commodities,Import,27294892032.0,,No Quantity,
Norway,1993,All Commodities,Export,31903872536.0,,No Quantity,
Norway,1993,All Commodities,Import,24021241247.0,,No Quantity,
Oman,2021,All Commodities,Import,30994759150.453,,No Quantity,
Oman,2021,All Commodities,Re-Export,3438231167.571,,No Quantity,
Oman,2021,All Commodities,Export,44590926520.592,,No Quantity,
Oman,2020,All Commodities,Re-Export,4629354758.911,,No Quantity,
Oman,2020,All Commodities,Export,33479358823.008,,No Quantity,
Oman,2020,All Commodities,Import,28507455998.698,,No Quantity,
Oman,2019,All Commodities,Import,23506693600.912,,No Quantity,
Oman,2019,All Commodities,Export,38723580348.427,,No Quantity,
Oman,2019,All Commodities,Re-Export,3808111144.916,,No Quantity,
Oman,2018,All Commodities,Export,41762284849.977,,No Quantity,
Oman,2018,All Commodities,Re-Export,4793771901.46,,No Quantity,
Oman,2017,All Commodities,Re-Export,5485057319.089,,No Quantity,
Oman,2017,All Commodities,Export,32904047205.085,,No Quantity,
Oman,2017,All Commodities,Import,26434873449.21,,No Quantity,
Oman,2016,All Commodities,Import,23147559849.099,,No Quantity,
Oman,2016,All Commodities,Re-Export,7817082425.201,,No Quantity,
Oman,2016,All Commodities,Export,30013599551.051,,No Quantity,
Oman,2015,All Commodities,Re-Export,6688107845.404,,No Quantity,
Oman,2015,All Commodities,Export,35686298632.186,,No Quantity,
Oman,2015,All Commodities,Import,29007019875.714,,No Quantity,
Oman,2014,All Commodities,Re-Export,7656994567.047,,No Quantity,
Oman,2014,All Commodities,Export,53220765272.549,,No Quantity,
Oman,2014,All Commodities,Import,29303100254.788,,No Quantity,
Oman,2013,All Commodities,Import,34331193371.0,,No Quantity,
Oman,2013,All Commodities,Re-Export,9210469954.0,,No Quantity,
Oman,2013,All Commodities,Export,55497131211.0,,No Quantity,
Oman,2012,All Commodities,Import,28117622531.0,,No Quantity,
Oman,2012,All Commodities,Re-Export,6466304945.0,,No Quantity,
Oman,2012,All Commodities,Export,52138225677.0,,No Quantity,
Oman,2011,All Commodities,Import,23619397677.0,,No Quantity,
Oman,2011,All Commodities,Re-Export,5845422888.0,,No Quantity,
Oman,2011,All Commodities,Export,47091872608.0,,No Quantity,
Oman,2010,All Commodities,Import,19774505523.0,,No Quantity,
Oman,2010,All Commodities,Re-Export,4996121545.0,,No Quantity,
Oman,2010,All Commodities,Export,36599577120.0,,No Quantity,
Oman,2009,All Commodities,Import,17851473901.0,,No Quantity,
Oman,2009,All Commodities,Re-Export,4770512120.0,,No Quantity,
Oman,2009,All Commodities,Export,27650631071.0,,No Quantity,
Oman,2008,All Commodities,Import,22924680538.0,,No Quantity,
Oman,2008,All Commodities,Re-Export,3942323255.0,,No Quantity,
Oman,2008,All Commodities,Export,37719141056.0,,No Quantity,
Oman,2007,All Commodities,Import,16024705822.0,,No Quantity,
Oman,2007,All Commodities,Re-Export,2609867903.0,,No Quantity,
Oman,2007,All Commodities,Export,24691545242.0,,No Quantity,
Oman,2006,All Commodities,Import,11038363202.0,,No Quantity,
Oman,2006,All Commodities,Re-Export,1994656013.0,,No Quantity,
Oman,2006,All Commodities,Export,21585732783.0,,No Quantity,
Oman,2005,All Commodities,Import,8969944901.0,,No Quantity,
Oman,2005,All Commodities,Re-Export,1518614207.0,,No Quantity,
Oman,2005,All Commodities,Export,18691545782.0,,No Quantity,
Oman,2004,All Commodities,Import,8795529677.0,,No Quantity,
Oman,2004,All Commodities,Re-Export,1399970972.0,,No Quantity,
Oman,2004,All Commodities,Export,13380753022.0,,No Quantity,
Oman,2003,All Commodities,Import,6801039700.0,,No Quantity,
Oman,2003,All Commodities,Export,12196357810.0,,No Quantity,
Oman,2002,All Commodities,Export,11237018603.0,,No Quantity,
Oman,2002,All Commodities,Import,6005160730.0,,No Quantity,
Oman,2001,All Commodities,Import,5797973543.0,,No Quantity,
Oman,2001,All Commodities,Export,11073950286.0,,No Quantity,
Oman,2000,All Commodities,Import,5039254818.0,,No Quantity,
Oman,2000,All Commodities,Export,11318065764.0,,No Quantity,
Oman,1999,All Commodities,Import,4673690112.0,,No Quantity,
Oman,1999,All Commodities,Export,7230925824.0,,No Quantity,
Oman,1998,All Commodities,Import,5681500672.0,,No Quantity,
Oman,1998,All Commodities,Export,5518813696.0,,No Quantity,
Oman,1997,All Commodities,Import,5025955328.0,,No Quantity,
Oman,1997,All Commodities,Export,7630663168.0,,No Quantity,
Oman,1996,All Commodities,Import,4577818624.0,,No Quantity,
Oman,1996,All Commodities,Export,7221942784.0,,No Quantity,
Oman,1995,All Commodities,Import,4248550400.0,,No Quantity,
Oman,1995,All Commodities,Export,5917388800.0,,No Quantity,
Oman,1994,All Commodities,Import,3915029248.0,,No Quantity,
Oman,1994,All Commodities,Export,5418297344.0,,No Quantity,
Oman,1993,All Commodities,Import,4114037248.0,,No Quantity,
Oman,1993,All Commodities,Export,5299510272.0,,No Quantity,
Oman,1992,All Commodities,Import,3769155584.0,,No Quantity,
Oman,1992,All Commodities,Export,5451159552.0,,No Quantity,
Oman,1991,All Commodities,Import,3193966336.0,,No Quantity,
Oman,1991,All Commodities,Export,4873507328.0,,No Quantity,
Oman,1990,All Commodities,Import,2681227008.0,,No Quantity,
Oman,1990,All Commodities,Export,5504418816.0,,No Quantity,
Oman,1989,All Commodities,Import,2257338880.0,,No Quantity,
Oman,1989,All Commodities,Export,3932778752.0,,No Quantity,
"Other Asia, nes",2021,All Commodities,Export,447656546120.094,,No Quantity,
"Other Asia, nes",2021,All Commodities,Import,382555002402.232,,No Quantity,
"Other Asia, nes",2020,All Commodities,Export,347194556373.199,,No Quantity,
"Other Asia, nes",2020,All Commodities,Import,287429187097.225,,No Quantity,
"Other Asia, nes",2019,All Commodities,Import,285931193664.18,,No Quantity,
"Other Asia, nes",2019,All Commodities,Export,329483858291.42,,No Quantity,
"Other Asia, nes",2018,All Commodities,Import,286194740458.68,,No Quantity,
"Other Asia, nes",2018,All Commodities,Export,335743566738.82,,No Quantity,
"Other Asia, nes",2017,All Commodities,Export,317663172110.08,,No Quantity,
"Other Asia, nes",2017,All Commodities,Import,259609174581.87,,No Quantity,
"Other Asia, nes",2016,All Commodities,Export,280478676099.0,,No Quantity,
"Other Asia, nes",2016,All Commodities,Import,230930098259.0,,No Quantity,
"Other Asia, nes",2015,All Commodities,Export,280019266828.0,,No Quantity,
"Other Asia, nes",2015,All Commodities,Import,228508285711.0,,No Quantity,
"Other Asia, nes",2014,All Commodities,Re-Export,17653275326.0,,No Quantity,
"Other Asia, nes",2014,All Commodities,Export,313563342380.0,,No Quantity,
"Other Asia, nes",2014,All Commodities,Import,273844886830.0,,No Quantity,
"Other Asia, nes",2013,All Commodities,Import,269256098695.0,,No Quantity,
"Other Asia, nes",2013,All Commodities,Re-Export,17375603185.0,,No Quantity,
"Other Asia, nes",2013,All Commodities,Export,303726395541.0,,No Quantity,
"Other Asia, nes",2012,All Commodities,Re-Export,16957084187.0,,No Quantity,
"Other Asia, nes",2012,All Commodities,Export,300621665704.0,,No Quantity,
"Other Asia, nes",2012,All Commodities,Import,270863152625.0,,No Quantity,
"Other Asia, nes",2011,All Commodities,Re-Export,16338137429.0,,No Quantity,
"Other Asia, nes",2011,All Commodities,Export,306997986072.0,,No Quantity,
"Other Asia, nes",2011,All Commodities,Import,281315583178.0,,No Quantity,
"Other Asia, nes",2010,All Commodities,Re-Export,12996101092.0,,No Quantity,
"Other Asia, nes",2010,All Commodities,Export,273705866278.0,,No Quantity,
"Other Asia, nes",2010,All Commodities,Import,251315168442.0,,No Quantity,
"Other Asia, nes",2009,All Commodities,Re-Export,9868256462.0,,No Quantity,
"Other Asia, nes",2009,All Commodities,Export,203493849503.0,,No Quantity,
"Other Asia, nes",2009,All Commodities,Import,174942558826.0,,No Quantity,
"Other Asia, nes",2008,All Commodities,Re-Export,11812263851.0,,No Quantity,
"Other Asia, nes",2008,All Commodities,Export,255055283514.0,,No Quantity,
"Other Asia, nes",2008,All Commodities,Import,240678350691.0,,No Quantity,
"Other Asia, nes",2007,All Commodities,Re-Export,11651236559.0,,No Quantity,
"Other Asia, nes",2007,All Commodities,Export,246331459778.0,,No Quantity,
"Other Asia, nes",2007,All Commodities,Import,219666560529.0,,No Quantity,
"Other Asia, nes",2006,All Commodities,Export,224011893303.0,,No Quantity,
"Other Asia, nes",2006,All Commodities,Import,202685778083.0,,No Quantity,
"Other Asia, nes",2005,All Commodities,Export,189393122087.0,,No Quantity,
"Other Asia, nes",2005,All Commodities,Import,181591670919.0,,No Quantity,
"Other Asia, nes",2004,All Commodities,Export,174316262862.0,,No Quantity,
"Other Asia, nes",2004,All Commodities,Import,168685711624.0,,No Quantity,
"Other Asia, nes",2003,All Commodities,Re-Export,6420729300.0,,No Quantity,
"Other Asia, nes",2003,All Commodities,Export,150600177700.0,,No Quantity,
"Other Asia, nes",2003,All Commodities,Import,128004224300.0,,No Quantity,
"Other Asia, nes",2002,All Commodities,Export,130602440143.0,,No Quantity,
"Other Asia, nes",2002,All Commodities,Import,112521871851.0,,No Quantity,
"Other Asia, nes",2001,All Commodities,Export,122865858265.0,,No Quantity,
"Other Asia, nes",2001,All Commodities,Import,107228252983.0,,No Quantity,
"Other Asia, nes",2000,All Commodities,Export,148316104339.0,,No Quantity,
"Other Asia, nes",2000,All Commodities,Import,139990983306.0,,No Quantity,
"Other Asia, nes",1999,All Commodities,Re-Export,2100722816.0,,No Quantity,
"Other Asia, nes",1999,All Commodities,Export,121495887872.0,,No Quantity,
"Other Asia, nes",1999,All Commodities,Import,110946459648.0,,No Quantity,
"Other Asia, nes",1998,All Commodities,Re-Export,2011598080.0,,No Quantity,
"Other Asia, nes",1998,All Commodities,Export,112593829888.0,,No Quantity,
"Other Asia, nes",1998,All Commodities,Import,104652357632.0,,No Quantity,
"Other Asia, nes",1997,All Commodities,Re-Export,2096339968.0,,No Quantity,
"Other Asia, nes",1997,All Commodities,Export,122080378880.0,,No Quantity,
"Other Asia, nes",1997,All Commodities,Import,114363883520.0,,No Quantity,
Pakistan,2021,All Commodities,Re-Export,404875060.96,,No Quantity,
Pakistan,2021,All Commodities,Export,28795179085.962,,No Quantity,
Pakistan,2021,All Commodities,Import,72891644100.617,,No Quantity,
Pakistan,2020,All Commodities,Import,45775135124.195,,No Quantity,
Pakistan,2020,All Commodities,Re-Export,289926846.859,,No Quantity,
Pakistan,2020,All Commodities,Export,22237163374.553,,No Quantity,
Pakistan,2019,All Commodities,Import,50063059560.226,,No Quantity,
Pakistan,2019,All Commodities,Re-Export,480289118.386,,No Quantity,
Pakistan,2019,All Commodities,Export,23748680252.551,,No Quantity,
Pakistan,2018,All Commodities,Re-Export,286992836.006,,No Quantity,
Pakistan,2018,All Commodities,Export,23630892979.71,,No Quantity,
Pakistan,2018,All Commodities,Import,60162862445.525,,No Quantity,
Pakistan,2017,All Commodities,Re-Export,400683239.842,,No Quantity,
Pakistan,2017,All Commodities,Export,21877787164.442,,No Quantity,
Pakistan,2017,All Commodities,Import,57440012500.988,,No Quantity,
Pakistan,2016,All Commodities,Re-Export,178584750.0,,No Quantity,
Pakistan,2016,All Commodities,Export,20533792833.0,,No Quantity,
Pakistan,2016,All Commodities,Import,46998269105.0,,No Quantity,
Pakistan,2015,All Commodities,Re-Export,198262167.0,,No Quantity,
Pakistan,2015,All Commodities,Export,22089018057.0,,No Quantity,
Pakistan,2015,All Commodities,Import,43989644709.0,,No Quantity,
Pakistan,2014,All Commodities,Re-Export,213483069.0,,No Quantity,
Pakistan,2014,All Commodities,Import,47544888942.0,,No Quantity,
Pakistan,2014,All Commodities,Export,24722182145.0,,No Quantity,
Pakistan,2013,All Commodities,Re-Export,97618768.0,,No Quantity,
Pakistan,2013,All Commodities,Import,43775183185.0,,No Quantity,
Pakistan,2013,All Commodities,Export,25120883202.0,,No Quantity,
Pakistan,2012,All Commodities,Export,24613675622.0,,No Quantity,
Pakistan,2012,All Commodities,Re-Export,147011244.0,,No Quantity,
Pakistan,2012,All Commodities,Import,43813262458.0,,No Quantity,
Pakistan,2011,All Commodities,Export,25343768655.0,,No Quantity,
Pakistan,2011,All Commodities,Re-Export,203686436.0,,No Quantity,
Pakistan,2011,All Commodities,Import,43578259220.0,,No Quantity,
Pakistan,2010,All Commodities,Re-Export,423739302.0,,No Quantity,
Pakistan,2010,All Commodities,Import,37537025236.0,,No Quantity,
Pakistan,2010,All Commodities,Export,21413102681.0,,No Quantity,
Pakistan,2009,All Commodities,Re-Export,238765375.0,,No Quantity,
Pakistan,2009,All Commodities,Import,31583717824.0,,No Quantity,
Pakistan,2009,All Commodities,Export,17554698477.0,,No Quantity,
Pakistan,2008,All Commodities,Re-Export,386507902.0,,No Quantity,
Pakistan,2008,All Commodities,Export,20279045864.0,,No Quantity,
Pakistan,2008,All Commodities,Import,42326567149.0,,No Quantity,
Pakistan,2007,All Commodities,Re-Export,615337748.0,,No Quantity,
Pakistan,2007,All Commodities,Export,17838406583.0,,No Quantity,
Pakistan,2007,All Commodities,Import,32593936069.0,,No Quantity,
Pakistan,2006,All Commodities,Re-Export,118382179.0,,No Quantity,
Pakistan,2006,All Commodities,Import,29825753514.0,,No Quantity,
Pakistan,2006,All Commodities,Export,16932873212.0,,No Quantity,
Pakistan,2005,All Commodities,Export,16050200728.0,,No Quantity,
Pakistan,2005,All Commodities,Re-Export,116415314.0,,No Quantity,
Pakistan,2005,All Commodities,Import,25096575301.0,,No Quantity,
Pakistan,2004,All Commodities,Re-Export,412465665.0,,No Quantity,
Pakistan,2004,All Commodities,Import,15420356454.0,,No Quantity,
Pakistan,2004,All Commodities,Export,12585423641.0,,No Quantity,
Pakistan,2003,All Commodities,Import,13048609489.0,,No Quantity,
Pakistan,2003,All Commodities,Re-Export,85806644.0,,No Quantity,
Pakistan,2003,All Commodities,Export,11930076043.0,,No Quantity,
Palau,2018,All Commodities,Import,154412826.68,,No Quantity,
Palau,2018,All Commodities,Export,8620908.05,,No Quantity,
Palau,2017,All Commodities,Import,157813256.84,,No Quantity,
Palau,2017,All Commodities,Export,6419759.86,,No Quantity,
Palau,2016,All Commodities,Import,153508450.0,,No Quantity,
Palau,2016,All Commodities,Export,6539681.0,,No Quantity,
Palau,2015,All Commodities,Import,150315857.0,,No Quantity,
Palau,2015,All Commodities,Export,6384671.0,,No Quantity,
Palau,2014,All Commodities,Export,11400373.0,,No Quantity,
Palau,2014,All Commodities,Import,164988625.0,,No Quantity,
Palau,2013,All Commodities,Import,168551050.0,,No Quantity,
Palau,2012,All Commodities,Re-Export,10311.0,,No Quantity,
Palau,2012,All Commodities,Export,8999371.0,,No Quantity,
Palau,2012,All Commodities,Import,141897239.0,,No Quantity,
Palau,2011,All Commodities,Import,129180409.0,,No Quantity,
Palau,2010,All Commodities,Import,107189566.0,,No Quantity,
Palau,2009,All Commodities,Import,89858672.0,,No Quantity,
Palau,2008,All Commodities,Import,130093379.0,,No Quantity,
Palau,2007,All Commodities,Import,116018876.0,,No Quantity,
Panama,2022,All Commodities,Export,3652153568.0,,No Quantity,
Panama,2022,All Commodities,Import,15224036569.0,,No Quantity,
Panama,2021,All Commodities,Import,13312799623.0,,No Quantity,
Panama,2021,All Commodities,Export,3781922651.0,,No Quantity,
Panama,2020,All Commodities,Export,8658798915.0,,No Quantity,
Panama,2020,All Commodities,Re-Export,7747317598.0,,No Quantity,
Panama,2020,All Commodities,Import,14716521688.0,,No Quantity,
Panama,2019,All Commodities,Re-Export,9813360442.0,,No Quantity,
Panama,2019,All Commodities,Export,10478059526.0,,No Quantity,
Panama,2019,All Commodities,Import,21484233253.0,,No Quantity,
Panama,2018,All Commodities,Export,11480107616.0,,No Quantity,
Panama,2018,All Commodities,Import,22974913294.0,,No Quantity,
Panama,2018,All Commodities,Re-Export,10807834952.0,,No Quantity,
Panama,2017,All Commodities,Re-Export,10431609240.0,,No Quantity,
Panama,2017,All Commodities,Export,11091556992.0,,No Quantity,
Panama,2017,All Commodities,Import,21917361577.0,,No Quantity,
Panama,2016,All Commodities,Export,10843210513.0,,No Quantity,
Panama,2016,All Commodities,Re-Export,10207062627.0,,No Quantity,
Panama,2016,All Commodities,Import,20926278918.0,,No Quantity,
Panama,2015,All Commodities,Export,12043377104.0,,No Quantity,
Panama,2015,All Commodities,Re-Export,11347862574.0,,No Quantity,
Panama,2015,All Commodities,Import,22503479723.0,,No Quantity,
Panama,2014,All Commodities,Export,13777171945.0,,No Quantity,
Panama,2014,All Commodities,Re-Export,12959956513.0,,No Quantity,
Panama,2014,All Commodities,Import,24771140827.0,,No Quantity,
Panama,2013,All Commodities,Re-Export,14732126258.0,,No Quantity,
Panama,2013,All Commodities,Export,15575568825.0,,No Quantity,
Panama,2013,All Commodities,Import,25708846669.0,,No Quantity,
Panama,2012,All Commodities,Export,16765633311.0,,No Quantity,
Panama,2012,All Commodities,Re-Export,15944740415.0,,No Quantity,
Panama,2012,All Commodities,Import,27208555218.0,,No Quantity,
Panama,2011,All Commodities,Re-Export,15111157210.0,,No Quantity,
Panama,2011,All Commodities,Export,15895615039.0,,No Quantity,
Panama,2011,All Commodities,Import,23381758781.0,,No Quantity,
Panama,2010,All Commodities,Re-Export,10276970549.0,,No Quantity,
Panama,2010,All Commodities,Export,10986602587.0,,No Quantity,
Panama,2010,All Commodities,Import,16737103355.0,,No Quantity,
Panama,2009,All Commodities,Re-Export,9913692042.0,,No Quantity,
Panama,2009,All Commodities,Export,10716686967.0,,No Quantity,
Panama,2009,All Commodities,Import,13876550265.0,,No Quantity,
Panama,2008,All Commodities,Re-Export,8691654382.0,,No Quantity,
Panama,2008,All Commodities,Export,9816620377.0,,No Quantity,
Panama,2008,All Commodities,Import,15736508943.0,,No Quantity,
Panama,2007,All Commodities,Re-Export,7714025210.0,,No Quantity,
Panama,2007,All Commodities,Export,8820595019.0,,No Quantity,
Panama,2007,All Commodities,Import,13268934578.0,,No Quantity,
Panama,2006,All Commodities,Re-Export,7028446081.0,,No Quantity,
Panama,2006,All Commodities,Export,8033926025.0,,No Quantity,
Panama,2006,All Commodities,Import,10774926463.0,,No Quantity,
Panama,2005,All Commodities,Import,4152485854.0,,No Quantity,
Panama,2005,All Commodities,Export,963215608.0,,No Quantity,
Panama,2004,All Commodities,Import,3590296958.0,,No Quantity,
Panama,2004,All Commodities,Export,891105142.0,,No Quantity,
Panama,2003,All Commodities,Import,3120980389.0,,No Quantity,
Panama,2003,All Commodities,Export,804989676.0,,No Quantity,
Panama,2002,All Commodities,Import,3034532422.0,,No Quantity,
Panama,2002,All Commodities,Export,759613136.0,,No Quantity,
Panama,2001,All Commodities,Import,2986386767.0,,No Quantity,
Panama,2001,All Commodities,Export,809045459.0,,No Quantity,
Panama,2000,All Commodities,Import,3404646360.0,,No Quantity,
Panama,2000,All Commodities,Re-Export,51085150.0,,No Quantity,
Panama,2000,All Commodities,Export,779075431.0,,No Quantity,
Panama,1999,All Commodities,Import,3515188117.0,,No Quantity,
Panama,1999,All Commodities,Export,707130402.0,,No Quantity,
Panama,1998,All Commodities,Import,3397274624.0,,No Quantity,
Panama,1998,All Commodities,Export,705456704.0,,No Quantity,
Panama,1997,All Commodities,Import,2991000320.0,,No Quantity,
Panama,1997,All Commodities,Export,658051392.0,,No Quantity,
Panama,1996,All Commodities,Import,2779702016.0,,No Quantity,
Panama,1996,All Commodities,Export,569200128.0,,No Quantity,
Panama,1995,All Commodities,Import,2510697984.0,,No Quantity,
Panama,1995,All Commodities,Export,577208256.0,,No Quantity,
Papua New Guinea,2012,All Commodities,Import,8340687556.0,,No Quantity,
Papua New Guinea,2012,All Commodities,Export,4517686274.0,,No Quantity,
Papua New Guinea,2011,All Commodities,Export,5499319521.0,,No Quantity,
Papua New Guinea,2011,All Commodities,Import,6105503673.0,,No Quantity,
Papua New Guinea,2004,All Commodities,Export,2722217200.0,,No Quantity,
Papua New Guinea,2004,All Commodities,Import,1567153423.0,,No Quantity,
Papua New Guinea,2003,All Commodities,Export,2260093417.0,,No Quantity,
Papua New Guinea,2003,All Commodities,Import,1302405426.0,,No Quantity,
Papua New Guinea,2002,All Commodities,Export,1625122715.0,,No Quantity,
Papua New Guinea,2002,All Commodities,Import,1183687178.0,,No Quantity,
Papua New Guinea,2001,All Commodities,Export,1804723773.0,,No Quantity,
Papua New Guinea,2001,All Commodities,Import,1309488311.0,,No Quantity,
Papua New Guinea,2000,All Commodities,Export,2407341257.0,,No Quantity,
Papua New Guinea,2000,All Commodities,Import,1036267542.0,,No Quantity,
Papua New Guinea,1998,All Commodities,Import,1360059904.0,,No Quantity,
Papua New Guinea,1998,All Commodities,Export,2460502528.0,,No Quantity,
Paraguay,2022,All Commodities,Export,9948328461.0,,No Quantity,
Paraguay,2022,All Commodities,Import,15852718995.0,,No Quantity,
Paraguay,2021,All Commodities,Export,10570969868.0,,No Quantity,
Paraguay,2021,All Commodities,Import,13559726270.0,,No Quantity,
Paraguay,2020,All Commodities,Export,8517891384.0,,No Quantity,
Paraguay,2020,All Commodities,Import,10216357778.0,,No Quantity,
Paraguay,2019,All Commodities,Import,12187394825.0,,No Quantity,
Paraguay,2019,All Commodities,Export,7652035474.0,,No Quantity,
Paraguay,2018,All Commodities,Export,9042469470.0,,No Quantity,
Paraguay,2018,All Commodities,Import,13336020989.0,,No Quantity,
Paraguay,2017,All Commodities,Export,8679833045.0,,No Quantity,
Paraguay,2017,All Commodities,Import,11873407129.0,,No Quantity,
Paraguay,2016,All Commodities,Import,9750225849.0,,No Quantity,
Paraguay,2016,All Commodities,Export,8501157586.05,,No Quantity,
